Id,Artist Name,Popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in_ms,Class,key_2.0,key_3.0,key_4.0,key_5.0,key_6.0,key_7.0,key_8.0,key_9.0,key_10.0,key_11.0,mode_1,time_signature_3,time_signature_4,time_signature_5
11,Dierks Bentley,1.3635698531532652,0.04769853207269404,0.6890101960050545,0.409530038747282,-0.44003613138377207,-0.22793212498242063,-0.5085238635805048,-0.6365023047121801,1.86505602988913,1.4444797963401477,0.37747048577477993,4,False,False,False,True,False,False,False,False,False,False,False,False,True,False
12,Elderbrook,0.3760983775251588,1.8904734114990052,-0.24335403954647508,0.05182662563976766,-0.3863733816891611,-0.7640109564754011,2.486074210044037,-0.8980975165402392,0.4744727863389506,0.044772447145849374,-0.7173799811050565,6,False,False,False,False,True,False,False,False,False,False,False,False,True,False
13,Alter Bridge,0.7246177218644905,-1.5956941472845412,0.6084878302074228,0.7857226013951571,-0.4292871519656805,-0.8302861266095289,-0.4466742486470139,-0.5147100563232133,-1.4798604208126525,0.9171273174861121,3.393208145785655,8,False,False,False,False,True,False,False,False,False,False,False,True,False,False
14,Thieves Like Us,-1.4826714589512766,1.2560755021883079,-0.1628316737488429,1.1180342491339097,-0.3342490409997017,-0.8517317640188716,-0.2364663535258845,0.7965471911640584,0.9338246085327034,0.10835346577343719,0.6346684738552321,6,False,False,False,False,False,True,False,False,False,False,True,False,True,False
15,"Kelsea Ballerini, Kenny Chesney",1.4797429679330423,0.1685362290842549,-0.18825978926388462,0.7235990589395448,-0.4333170544327151,-0.24712371526777863,-0.5085545039284922,-0.1978444753504609,-0.8284160184287849,0.5254668724595964,-0.024917453168751685,4,False,False,False,False,False,False,False,False,True,False,True,False,True,False
16,DJ Enimoney,0.14375214796560437,2.2167351934302215,-0.43830292516179464,-0.7350715787979896,0.13410073681482343,-0.7627137134660767,1.5248203103206874,-0.6129136330838412,-0.31060123704673614,-0.29755789722133136,-1.1094428079060124,9,False,False,False,False,False,False,False,False,False,False,True,False,True,False
17,Attawalpa,-1.134152114611945,-0.08522293464002363,0.26944629000686626,0.8130865427148914,0.17532821250437375,-0.6681841064270498,2.6269422398852673,-0.9075366935290089,-0.527749371174692,0.25154778574289693,0.713966445337327,6,False,False,False,True,False,False,False,False,False,False,True,False,True,False
18,Foo Fighters,0.9569639514240449,-1.0760920501348274,0.9729574859230207,-0.033223462245892156,0.01749483320297,-0.852101914755919,-0.06094854374709725,3.260486491469357,-1.2961196919351514,0.4604813162437915,1.2454737974186623,10,False,False,True,False,False,False,False,False,False,False,False,False,True,False
19,The Collective Projekt,-2.005450475460274,-1.8796627352617108,0.9856715436805416,1.2491839498735358,-0.3369173794645174,1.3839020846148933,-0.5085545039284922,-0.4548440754897361,-0.5987401073319082,1.8071245502149575,1.1103452803141478,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False
20,Mohammed Rafi,-2.3539698197996057,-0.10939047404233593,-1.1333380825729351,-0.3426085645545971,-0.002034035668828587,1.434115656448625,-0.5023808529931943,0.28000639756309725,1.6813153010116288,0.06323697787875349,-0.4120952812315595,3,False,False,False,False,True,False,False,False,False,False,True,False,True,False
21,Die Apokalyptischen Reiter,0.3180118201352702,-0.7619140379047677,1.2526667565884793,1.0593620145924978,0.5710730839473662,-0.8262050984510004,-0.5072944528107728,-0.559891845969534,-1.2961196919351514,0.24808782729387416,-0.3126883209039072,8,False,False,False,True,False,False,False,False,False,False,False,False,True,False
22,Volbeat,1.0150505088139334,-1.0217150864796247,1.0195756977005972,0.8409435280223683,0.06814306604128641,-0.8489400897179947,-0.5085255932725093,0.39533029607139447,-0.23961050088951974,-0.46497192633395124,0.40873725654187826,10,False,False,False,False,False,False,False,False,True,False,True,True,False,False
23,Danny Weissfeld,-0.9598924424422792,-0.6712857651460966,-0.3238764053441073,0.06982273119238543,-0.6608588651347034,0.7412617972658744,-0.5085304858331714,-0.3070236355997669,-1.225128955777935,-1.3965571744797634,-0.33142340342067794,9,False,False,False,False,False,True,False,False,False,False,True,False,True,False
24,Metric,0.3760983775251588,0.6398032474293448,1.0661939094781736,0.41963744049601265,-0.41988854437047757,-0.8270385501309756,-0.5077391400505443,-0.6380264366825659,1.0549264525656021,0.5629783031692994,-0.33122911367605956,10,False,False,False,False,False,False,False,True,False,False,True,False,True,False
25,Tyla Yaweh,1.0150505088139334,-0.23627005590447553,-0.2772581935665307,0.41026960472889645,0.2931869351518555,-0.02581405470625905,-0.5085545039284922,-0.6746890013633616,0.2949079831177566,-0.16159180727903755,-0.04355539109077012,10,False,False,False,False,False,False,False,False,True,False,True,False,True,False
26,Underoath,1.0150505088139334,-0.7498302682036116,1.1424782560232989,1.0593620145924978,0.3695214403960037,-0.8447096387840521,-0.5085545039284922,-0.3584647543630513,-0.17279569038861017,1.6165870364182737,0.47701622393633164,8,False,False,False,False,False,False,False,False,False,False,False,False,True,False
27,Adi-Keshet Cohen,-1.7731042459007198,-0.33294021351372477,-0.3281144245966142,-0.254846734736351,-0.5412102678765418,0.9337783187081206,-0.40052552204903225,-0.5523446129678166,-1.17919377355856,0.4363643781436717,-0.523256770553509,6,False,False,False,False,False,False,False,False,False,False,True,False,True,False
28,Human Impact,-1.3664983441714995,-2.218008286894083,1.036527774710625,0.2465790007982352,0.8190087198567282,-0.8451941722431756,-0.37688989653555105,-0.6129136330838412,-1.2710641379973104,-0.7158360423952802,0.6568730160973307,8,False,False,False,True,False,False,False,False,False,False,False,False,False,True
29,a crowd of rebellion,-0.49519998332317033,-0.4175266014218178,1.1890964678008749,1.4614393865968782,-0.25708711613309393,-0.8520891199929927,-0.5079911472490767,1.167151514022958,-0.26466605482736083,-0.6594489967805119,-0.43105240889319435,10,False,False,False,False,False,True,False,False,False,False,False,False,True,False
30,Planet of Zeus,-0.37902686854339307,-0.5504480681345352,1.0704319287306807,1.002168912014315,-0.5547554348975117,-0.8522059949128418,-0.5076254939496626,-0.8604467577858824,0.14875058514701692,-0.6062135964856455,-0.041279425510955,8,False,False,False,False,False,False,False,False,False,True,True,True,False,False
31,Arlo Guthrie,-0.6113730981029475,0.46458858676258064,0.7864846388127146,0.17262240263679188,-0.5060539004278157,0.48490909449017494,-0.5034668564784205,3.002882166437322,1.0256949729714542,0.372235247286535,-1.3981573684089001,10,False,False,False,False,False,True,False,False,False,False,True,False,True,False
32,Give a Little Love (feat. Sufjan Stevens),-0.49519998332317033,0.12020115027963028,-1.684280585398839,-0.656184540759117,-0.6009070460563882,2.1438077812606915,-0.42816301326534284,-0.4847236140242423,-0.9453419368053764,0.3259882779184082,-0.21941536592574837,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False
33,Derek & The Dominos,-2.5282294919692716,-0.8465004258128606,1.0195756977005972,0.9913219442839699,-0.14213398528004406,1.149187495714841,0.8070227686381761,0.6801397409608491,0.048528369395652554,-0.24055422534832135,2.639738638316741,10,False,False,False,False,False,False,False,False,False,False,True,False,True,False
34,Our Lady Peace,0.6084446070847133,-1.7890344625030397,0.8754830431153606,-0.11852007212542352,-0.30359956158061063,-0.806598668757838,-0.5085120522712843,-0.670862492744616,0.4786487119952575,1.8008555165894997,0.30114237154000895,10,False,False,False,False,False,False,False,False,False,False,True,False,True,False
35,Reeshabh Purohit,0.0,-0.459819795375864,-1.9894179715793396,-2.7102057936962707,-0.6090672276843888,1.568689878313289,-0.006181442648731797,-0.5977302925508253,-1.5800826365640168,-0.7771218410616352,1.2541752024097848,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False
36,Johnny Cosmic,0.14375214796560437,1.2016985385331052,-0.6756320033021842,-0.12197138003962449,-0.198832211682132,-0.5934927499653728,-0.19269440511888947,-0.4847236140242423,-0.176971616044917,-1.6678727281061088,0.6757885105198186,10,False,False,False,True,False,False,False,False,False,False,False,False,True,False
37,Sonna,-0.7856327702726134,0.7425152898891721,-0.8451527734024622,0.023476596344547646,0.11344148841033228,0.6730953625208709,-0.5085545039284922,0.31409022526856056,0.04435244373934571,-1.294505528740763,-1.2859550408917952,5,False,False,False,False,False,False,False,False,False,False,False,False,True,False
38,Urban Dance Squad,-0.43711342593328173,0.6035519383258764,1.3459031801436323,0.42654005632441394,-0.19618999891887798,-0.8004894842093134,-0.5082723233889087,2.721809542657884,0.8336023927813396,-0.9548129744782833,0.1804051730985975,10,True,False,False,False,False,False,False,False,False,False,True,False,True,False
39,Betcha,0.6084446070847133,0.3860440837050656,-0.018739019163606353,0.5791371705308589,-0.6813556679572091,-0.8070353629384386,-0.39907518985050305,-0.9961521313805304,0.3366672396808246,-0.7779097523916106,-0.3613856576086098,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False
40,ED.,-0.7275462128827247,2.1502744600738626,0.26944629000686626,-0.3381711686649103,1.1828871528801925,-0.8490459029794153,-0.4106897825783874,-0.5674458813453147,0.9254727572200898,-0.26316385481718335,-0.20111049613736143,6,False,False,False,False,False,False,False,False,True,False,True,False,True,False
41,Corey Harper,0.0,-0.7981653470082363,-0.6374898300296216,0.10113102441406328,-0.6704203142425643,0.5911532709694506,-0.5085545039284922,-0.886313475115355,-1.8039122517420636,-1.3460280783182914,-0.37455572395038667,0,False,False,False,False,False,False,False,True,False,False,True,False,True,False
42,James Taylor,-2.4120563771894945,1.3950388537516036,-0.701060118817226,-1.3674004930783308,-0.6390285572700682,0.23348485242450168,-0.5085192181249749,-0.49221017252298077,1.1760282965985007,-0.229420695685624,-0.780315980522505,10,False,False,False,False,False,False,False,False,False,True,True,False,True,False
43,"Bickram Ghosh, Kala Ramnath",-1.3664983441714995,1.1412796900273245,-0.47644509843435723,-0.1996258081091399,-0.49795338532264566,1.7631546255081194,-0.07813185901611569,-0.7015235903461788,-1.0497400782130477,0.35226340792237354,1.8651748154402767,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
44,Greta Van Fleet,0.8988773940341563,0.42833727765911217,-0.798534561624886,-0.5501800833943812,-0.6786210305239844,-0.8274772721552508,-0.4944898168476849,-0.635740342651375,-0.4108234527981003,-0.60648765260042,0.05586544679822663,10,False,False,False,False,False,False,False,False,False,True,False,False,True,False
45,Thornhill,-0.32094031115350447,-0.459819795375864,1.3670932764061672,1.3692401608889455,1.6422474175688142,-0.8519673510027381,-0.458890616490822,1.252737103501486,-0.9536937881179901,0.08115339638210924,-0.13138823349717163,8,False,False,False,False,False,False,False,False,False,True,False,False,True,False
46,J.I the Prince of N.Y,1.1893101809835993,-0.006678431582508643,-0.8663428696649971,-0.7355646227857328,3.536329631293391,0.9160825477276497,-0.5085545039284922,-0.7315265473119967,0.040176518083038855,-0.8041163683668826,-0.29049765650070986,5,False,False,False,False,True,False,False,False,False,False,False,False,True,False
47,Cody Jinks,-0.030507524204061446,-0.1879349770998509,-0.2603061165565029,0.2616168424243953,-0.674520073324416,-0.8440049578174664,-0.5085545039284922,-0.9977430960174365,1.3973523563827632,-0.9127796178748077,-0.8710631690981819,10,False,False,False,False,False,False,True,False,False,False,True,False,False,False
48,R. D. Burman,-0.49519998332317033,-0.09126481949060171,-0.7858205038673651,-0.6293136434271259,-0.5506905117934777,2.1572117601270513,1.679572897329536,-0.5448041701001705,-0.2688419804836677,-0.38299489100215267,0.008500382628049927,3,False,True,False,False,False,False,False,False,False,False,True,False,True,False
49,R.B James,0.14375214796560437,0.9721069142111384,-2.33693555028491,-2.961411705451307,-0.22792943443270489,2.0373768759804505,2.6347970869921227,-0.5901489246145595,-1.283591914966231,-1.6348147092614849,-0.30708167398777725,7,False,False,False,False,False,False,False,True,False,False,False,False,True,False
50,Swiss Portrait,-0.26285375376361586,0.2893739260958164,0.29487440552190797,-0.15303315126743058,-0.5900341800835258,0.7412617972658744,2.725526224561773,-0.2777698478475319,0.9421764598453172,-0.16135200817861053,-0.2106306936236612,6,False,False,False,False,False,False,False,False,True,False,True,False,True,False
51,The Wallflowers,1.537829525322931,0.9539812596594041,-0.5230633102119338,-0.26298196053410966,-0.6608588651347034,-0.8493589487366081,-0.4839060392121925,-0.9548927005722643,1.109213486097591,-0.5193378081022603,1.0963425405851672,10,True,False,False,False,False,False,False,False,False,False,True,False,True,False
52,Hanan Ben Ari,0.5503580496948246,0.2410388472911918,-0.972293350977671,-0.10052396657280555,-0.35828237275389024,1.606758618796991,-0.5085545039284922,-0.3880020595850644,-1.1123789630576504,0.16518585257471352,-0.24983558851986667,9,False,False,False,False,False,False,False,False,True,False,False,False,True,False
53,Black Mountain,-0.030507524204061446,-0.115432358892914,-0.2094498855264194,-0.5235557080562618,-0.6895627791829698,-0.7930825428507811,1.9752577482466984,-0.743094805438506,-0.18114754170122388,-0.6951448057298367,1.7948558060048871,10,False,False,False,False,False,False,False,False,False,False,True,False,True,False
54,Limp Bizkit,1.3054832957633766,0.18061999878541105,1.129764198265778,0.46968140525192253,0.06165990956460071,-0.842639958638365,-0.1635733895889917,3.1010238227554985,-0.8451197210540123,-0.8605719280103448,0.7762224306486111,8,False,False,False,False,False,False,False,False,False,True,True,False,True,False
55,Garbage,0.08566559057571577,0.6277194777281887,-0.150117615991322,0.18371589236100835,-0.7169545347946584,-0.8517229407807135,-0.42913556210859155,0.9618873359342306,-0.17279569038861017,-0.9758810383015415,0.7893647440881532,10,False,False,False,False,False,True,False,False,False,False,False,False,True,False
56,The Cardigans,1.3054832957633766,0.25916450184292605,0.48558527188472106,0.42308874841021343,-0.6254018403863204,-0.8520370589264797,-0.5012950881042458,-0.8448087241753461,-0.26049012917105396,0.7073373616265493,-0.18262521472081428,6,False,False,False,True,False,False,False,False,False,False,False,False,True,False
57,Polo G,2.583387558340926,1.4856671265102748,-0.5357773679694546,0.25619335855922276,1.9969475489317192,0.6637178039427266,-0.5085545039284922,-0.4176438294107561,-0.20620309563906497,-1.4268746321766468,-0.9395503068517229,9,False,False,False,False,True,False,False,False,False,False,True,False,True,False
58,Sarcastic Sounds,1.0731370662038222,1.0083582233146067,-1.0485776975227963,-0.409169502899896,0.17532821250437375,1.984342941429581,-0.4969051084574412,-0.27047232741953925,-0.28554568310889505,-1.0508353856922537,-1.6647471842433719,6,False,False,False,False,False,False,True,False,False,False,True,False,True,False
59,Evergrey,0.2599252627453816,-0.1879349770998509,0.9009111586304024,0.2049167838339553,-0.41317910511084877,-0.8451501215480399,-0.5085040957148773,-0.6685674258646674,0.04435244373934571,0.49066174588328776,1.611487920601856,8,False,False,False,False,False,False,False,True,False,False,False,False,True,False
60,"Bruno Mars, Anderson .Paak, Silk Sonic",2.757647230510592,0.25916450184292605,-0.19673582776889853,-0.01547387868714595,-0.5968287340070911,-0.11450326500251216,-0.5085545039284922,-0.6915464249477556,0.9714079394394651,0.8700239227593161,0.11752468226118684,9,False,False,False,True,False,False,False,False,False,False,True,False,True,False
61,Pit Pony,-1.134152114611945,-2.574479493078189,1.0746699479831876,1.138988618612985,-0.06470967845760145,-0.8521866258464929,-0.041126429208852455,0.22518231535759883,-0.26466605482736083,1.0001320632483135,0.5076168587137239,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False
62,Vertilizar,-1.0760655572220563,-0.7075370742495651,1.2653808143460001,1.2430209000267487,-0.14739858558346725,-0.8522141573011204,0.3094189982113817,-0.4997034244142052,-0.5945641816756017,-0.9486124548815197,0.03292537909435845,8,False,False,False,False,True,False,False,False,False,False,True,False,True,False
63,The Blue Room Band,0.4341849349150474,-0.115432358892914,-1.684280585398839,-1.8399831553299537,-0.6540332451041319,2.0556750448720655,2.6269422398852673,-0.004835992625277592,-1.1207308143702641,-0.5551021310802788,0.8374237002033955,7,False,False,False,False,False,True,False,False,False,False,True,True,False,False
64,Fu Manchu,0.20183870535549298,-1.5171496442270267,1.121288159760764,0.6802111880181647,0.0486846040223202,-0.8516920595861092,-0.30665378237983554,-0.06156177046883414,-0.34818456795349756,-1.0432988425359664,-0.5943529392449287,10,False,False,False,False,False,True,False,False,False,False,False,False,True,False
65,Primal Scream,-0.7856327702726134,-0.7075370742495651,1.0916220249932154,0.5912167482305613,-0.4306303242035267,-0.8517449989091922,-0.4882352643230945,0.9870372473254001,0.8419542440939528,0.16583673584730166,-0.0903098303492891,1,False,False,False,False,True,False,False,False,False,False,True,False,True,False
66,Satish Vyas,-1.6569311311209425,-1.6440292260891658,-0.7731064461098442,-1.4287844695523284,-0.5913928277046853,1.792325903012065,2.72809416794562,-0.7577708915772926,0.34919501664974517,-0.5763072229609237,4.020764020902967,6,False,False,False,False,False,True,False,False,False,False,False,True,False,False
67,The Receiving End Of Sirens,-0.6694596554928361,-0.5202386438816448,0.8754830431153606,0.3052512353396468,-0.4925556385711482,-0.8500600754440295,-0.5063656796468409,1.3794987818793807,-1.2752400636536172,0.7993174451476021,1.6932700252472856,10,False,False,False,False,False,True,False,False,False,False,True,False,True,False
68,Matt Schofield,-0.7856327702726134,0.1685362290842549,0.26520827075435927,0.5604014989966265,-0.5466267658475578,-0.7935179012457365,-0.4639325570708298,-0.7145885995110249,0.9839357164083856,0.010549689813435039,-0.21114417366300975,2,False,False,False,True,False,False,False,False,False,False,False,False,True,False
69,The Black Crowes,-0.20476719637372726,-1.0700501652842493,-0.0017869421535785242,0.7364182026208618,-0.5750977316864612,-0.8407472715453184,-0.5085545039284922,-0.9509361307579303,-0.5193975198620784,0.8786566903747001,0.6990616463573183,10,False,False,True,False,False,False,False,False,False,False,True,True,False,False
70,Rosie Flores,-0.37902686854339307,0.6458451322799229,-0.13740355823380115,0.27468250809958367,-0.4939048806224913,0.23003382397316366,-0.5081319803985136,-0.49221017252298077,1.059102378221909,-0.5138909428211256,-0.20650897546997166,2,False,False,False,False,False,False,False,False,False,True,False,False,True,False
71,Immortal,-0.20476719637372726,-1.3661025229625747,1.3882833726687018,0.42875875426925736,0.9656942918428261,-0.7338408891769997,1.9692746882774046,0.25948936973569187,-1.890771505393246,0.4968965224943978,0.5569942095245908,8,False,False,False,False,False,False,False,True,False,False,True,False,True,False
72,Asha Bhosle,-2.0635370328501628,-0.24835382560563168,1.1000980634982294,0.9836797624739541,3.1774151318699233,1.6595089952963538,-0.5085054300433186,0.36157591423265156,1.0632783038782159,0.22349129099290027,1.423665248911504,3,False,False,False,True,False,False,False,False,False,False,True,True,False,False
73,Make Them Suffer,-0.14668063898383865,-0.30273078926083435,1.036527774710625,0.9474410293748469,-0.07387330988630154,-0.8516611786076451,-0.4869557803208619,-0.4028098402603885,-0.9536937881179901,-0.0905770165382027,0.8170371548573687,8,False,False,False,False,False,True,False,False,False,False,True,False,True,False
74,"Manuel de Falla, Mischa Maisky, Pavel Gililov",0.0,-2.1998826323423484,-2.756923258208349,-5.768311127671954,-0.3970895272608549,2.190544628185682,2.6634918502369183,-0.9874072201292501,-1.8327261387705809,-1.1062974919196593,-0.7396122790249579,7,False,False,False,False,False,False,False,True,False,False,False,False,True,False
75,Walter Wolfman Washington,-1.2503252293917222,0.005405338118647509,-1.1926703521080324,-0.8822452091392622,-0.25045504835797056,0.32903376061890494,-0.5085545039284922,-0.6053185245604018,-0.3607123449224181,0.8235371542907617,0.2859877714597766,2,False,False,False,False,False,False,False,False,True,False,False,False,True,False
76,Lazy Lester,-0.7275462128827247,0.5370912049695176,-0.4594930214243294,-0.643858441065543,-0.41988854437047757,1.0384879312921078,0.0998174075313124,3.0127482084030452,0.9171209059074761,0.3004668022300713,0.4084458219249507,2,False,False,False,False,False,True,False,False,False,False,True,False,True,False
77,Wanderlust,-0.9018058850523906,-1.4748564502729802,1.180620429295861,0.15314716512094498,-0.38905165098714395,-0.849804305623408,-0.05869202257597283,-1.0104816970175388,0.7834912849056574,0.2516162997715908,-0.8275006327869646,10,False,False,False,False,False,True,False,False,False,False,True,True,False,False
78,Bruce Springsteen,1.8863488696622626,-0.09730670434117979,1.184858448548368,0.5574432350701689,-0.5398564699936546,-0.8017978832650429,-0.5085545039284922,0.009285664771311139,0.03600059242673201,0.8917771268695097,0.10657506736805153,10,False,False,False,False,False,False,False,False,False,False,False,False,True,False
79,Spiritbox,0.782704279254379,-1.2392229411004352,0.044831269623998,0.05700358751106867,-0.4145207363508576,-0.8370962397978076,0.09107049032578145,0.16999724894105506,-1.4798604208126525,-0.3575076723281627,0.5105450827219006,8,False,False,False,False,True,False,False,False,False,False,False,False,True,False
80,Villagers,0.9569639514240449,0.12020115027963028,-0.2391160202939681,-0.0635456674920842,-0.674520073324416,0.9747945205310962,-0.31900405603209575,-0.3954026796527173,-0.25631420351474715,0.9355233341903229,0.20297053915213026,1,False,False,False,False,False,False,False,False,False,True,True,False,True,False
81,Alma Zohar,-0.9598924424422792,0.40416973825679986,0.6339159457224646,0.6439724549190576,-0.5060539004278157,0.610198507664021,-0.5081641008016622,1.0433501244518124,0.41600982715065477,-0.9819787868552647,-0.4363676211923967,10,False,False,False,False,False,False,False,False,False,True,False,False,True,False
82,Itzhak Klepter,-0.49519998332317033,0.35583465945217524,0.6254399072174506,0.005973534779672783,-0.5669572739830623,0.3425162452128738,-0.45546698841415756,0.6081976538962454,0.6248061099659972,0.5491727263875551,0.5471409439046595,10,False,False,True,False,False,False,False,False,False,False,False,False,True,False
83,Blues Pills,-0.49519998332317033,-1.8675789655605548,1.1679063715383402,1.333987515765324,0.4958300514277605,-0.8322182518492015,-0.5081156731968138,0.2663339611181842,0.1403987338344032,1.8600858943950493,0.6222894415552621,10,False,False,False,False,False,False,False,False,False,True,False,False,True,False
84,The Specials,0.9569639514240449,0.736473405038594,0.43896706010714454,-0.38279164955564804,-0.3529380741291939,-0.6403418477762431,0.9304391169688437,-0.5372705051596107,1.7481301115125385,-1.6788692297114187,-0.19873738568523713,6,False,False,False,False,False,False,False,False,True,False,False,False,True,False
85,Charlie Hunter,-0.49519998332317033,0.36187654430275334,-0.39168471338421856,-1.144791132612386,-0.3435904462811151,0.18492307673884603,2.469870894115652,-0.7794457579197815,-0.014110515448950171,-0.21818439497988637,1.4669641062835965,10,True,False,False,False,False,False,False,False,False,False,True,False,True,False
86,Pomegranate Tiger,-0.7856327702726134,0.06582418662442827,1.0831459864882016,0.4262935343305426,0.38220358490509426,-0.8521217687718481,2.1254285833430906,2.243954265718908,-0.9035826802423079,-0.0904742454951624,1.7004865014759678,8,False,False,False,False,False,False,True,False,False,False,False,False,True,False
87,The Struts,0.7246177218644905,-0.036887855835399025,1.0916220249932154,1.100284665575163,2.3539217601601865,-0.8262050984510004,-0.5085545039284922,1.018368878886877,1.4892227208215139,2.158601517412723,-0.7836466618588197,10,False,False,False,False,False,False,False,False,True,False,False,False,True,False
88,Testament,0.2599252627453816,-0.6410763408932063,1.4094734689312367,0.715956877129529,0.8190087198567282,-0.8522134072431892,0.24619416662554788,0.8668972558699852,-1.872397432505496,-0.1590225312030304,2.1987980629053654,8,False,False,False,False,False,False,False,False,False,True,True,False,True,False
89,YBN Nahmir,0.7246177218644905,1.7696357144874437,-1.25200262164313,0.8959179326557078,0.6210118980187064,-0.7231156671858795,-0.5085545039284922,-0.25589632082037683,-1.145786368308105,-1.530673385647332,-1.3628937797606673,5,False,False,False,False,False,True,False,False,False,False,True,False,True,False
90,Understand It,-0.14668063898383865,-0.38731717716892744,-0.349304520859149,-0.21984061160660084,-0.48985754359183364,1.2297387099333295,-0.5084744440646929,-0.8323192716534002,-0.4275271554233277,-0.9145609826208395,-0.18616406336309188,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False
91,Filthy Gears,-1.5407580163411652,1.3104524658435106,-0.5527294449794824,-0.3315150748303806,-0.45752080276686796,-0.8031066704353939,2.1572286791674586,-0.49221017252298077,-1.4506289412185045,0.5956594948561095,-0.5052433356596064,5,False,False,False,False,False,False,False,True,False,False,True,False,True,False
92,Bush,-0.49519998332317033,-1.0700501652842493,0.26944629000686626,0.8436552699549545,-0.5859590263031268,-0.8478909122115769,-0.5080207959996516,-0.6586293919673947,-1.0038048959936723,0.49443001746143095,0.07214415182946521,10,False,False,True,False,False,False,False,False,False,False,True,False,True,False
93,Eden Ben Zaken,-0.7856327702726134,1.648798017475882,0.9687194666705137,1.4340754452771443,-0.2199878428544838,-0.22027880190108975,-0.5074822047647131,1.252737103501486,-0.31060123704673614,0.07902946149261014,-0.8841083376654149,9,False,False,False,False,False,False,False,False,False,True,False,False,True,False
94,Alfie Templeman,-0.030507524204061446,1.4856671265102748,0.3414926172994845,0.4408383319689596,0.11473358287689434,-0.7501933224767705,-0.4349748777911214,1.902042049415336,0.5955746303718492,-0.4352025808666162,-0.810777836910884,6,False,False,False,False,True,False,False,False,False,False,False,False,True,False
